country,city,address,coordinates,operator,type,phone,email,website,image,wikidata
Japan,Ōsaka,,Point(135.531444444 34.692722222),Australia,consulate general,,,,,http://www.wikidata.org/entity/Q55971902
Japan,Ōsaka,,Point(135.484944444 34.688055555),Indonesia,consulate general,,,http://www.indonesia-osaka.org/ja/,,http://www.wikidata.org/entity/Q50344678
Japan,Ōsaka,,Point(135.49675 34.693527777),Italy,consulate general,,,https://consosaka.esteri.it/consolato_osaka/,,http://www.wikidata.org/entity/Q56033327
Japan,Ōsaka,,Point(135.509027777 34.678083333),Mongolia,consulate general,,,http://www.osaka.mfa.gov.mn/index.php?lang=en,,http://www.wikidata.org/entity/Q48200928
Japan,Ōsaka,,Point(135.411 34.638),Pakistan,consulate,,,,,http://www.wikidata.org/entity/Q50319241
Japan,Ōsaka,,Point(135.487305555 34.68275),People's Republic of China,consulate general,,,,,http://www.wikidata.org/entity/Q53479024
Japan,Ōsaka,,Point(135.506694444 34.680861111),Thailand,consulate general,,,http://www.thaiconsulate.jp/,,http://www.wikidata.org/entity/Q56107213
Jordan,,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q12836905
Jordan,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q31075998
Jordan,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28114131
Jordan,,,Point(35.89543 31.94569),Sweden,embassy,,,,,http://www.wikidata.org/entity/Q15734586
Jordan,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q19932608
Jordan,Amman,,Point(35.905353 31.953678),France,embassy,,,http://ambafrance-jo.org/,,http://www.wikidata.org/entity/Q2841756
Jordan,Amman,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794030
Jordan,Amman,"6 Taras Shevchenko Str., Al-Sahl Amman",Point(35.85752 31.951776),Ukraine,embassy,+962-6-592-2402,mailto:emb_jo@mfa.gov.ua,http://jordan.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142703
Jordan,Amman,,,United States of America,embassy,,,https://jo.usembassy.gov/,,http://www.wikidata.org/entity/Q20415937
Kazakhstan,,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q12836888
Kazakhstan,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857282
Kazakhstan,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28114159
Kazakhstan,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333498
Kazakhstan,Almaty,,,France,consulate general,,,https://kz.ambafrance.org/-Le-Consulat-general-,,http://www.wikidata.org/entity/Q55670190
Kazakhstan,Astana,,,Brazil,embassy,,,,,http://www.wikidata.org/entity/Q10272236
Kazakhstan,Astana,,Point(71.424356 51.147206),France,embassy,,,http://www.ambafrance-kz.org/,http://commons.wikimedia.org/wiki/Special:FilePath/ALAFurmanov99.JPG,http://www.wikidata.org/entity/Q2841645
Kazakhstan,Astana,,,Norway,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Astana%20Tower%20Business%20Center.jpg,http://www.wikidata.org/entity/Q16971098
Kazakhstan,Astana,,Point(71.4358 51.15261111),Turkey,embassy,,,,,http://www.wikidata.org/entity/Q1773042
Kazakhstan,Astana,"010000 м.Астана, вул. Кенесари, 41",Point(71.430178 51.165583),Ukraine,embassy,+7-717-232-4325,mailto:emb_kz@mfa.gov.ua,http://kazakhstan.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142704
Kazakhstan,Astana,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q4328020
Kenya,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857255
Kenya,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333530
Kenya,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q19932611
Kenya,Nairobi,,Point(36.81783 -1.284547),France,embassy,,,http://www.ambafrance-ke.org/,,http://www.wikidata.org/entity/Q2841647
Kenya,Nairobi,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383588
Kenya,Nairobi,,Point(36.8 -1.26667),Poland,embassy,,,,,http://www.wikidata.org/entity/Q16528163
Kenya,Nairobi,"Muthaiga, Limuru Road, 674, P.O.Box 63566, Nairobi",Point(36.81888 -1.251712),Ukraine,embassy,+254-20-3748922,mailto:emb_ke@mfa.gov.ua,http://kenya.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142706
Kenya,Nairobi,,Point(36.810552 -1.233985),United States of America,embassy,,,https://ke.usembassy.gov/,http://commons.wikimedia.org/wiki/Special:FilePath/US%20Embassy%20Nairobi.jpg,http://www.wikidata.org/entity/Q20926176
Kingdom of Denmark,Copenhagen Municipality,,Point(12.58305556 55.69472222),United States of America,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Freedom%20to%20Pollute%20in%20front%20of%20the%20american%20embassy%20in%20Denmark.jpg,http://www.wikidata.org/entity/Q15216584
Kingdom of Denmark,Gentofte Municipality,,Point(12.5741 55.7309),South Korea,embassy,,,http://dnk.mofat.go.kr/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20South%20Korea%20in%20Copenhagen.jpg,http://www.wikidata.org/entity/Q5369943
Kiribati,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q19932613
Kosovo,,,Point(21.157345 42.657056),Sweden,embassy,,,,,http://www.wikidata.org/entity/Q10686020
Kosovo,Pristina,,Point(21.1544 42.6692),France,embassy,,,http://www.ambafrance-kosovo.org/,,http://www.wikidata.org/entity/Q2841650
Kuwait,,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q12836882
Kuwait,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857264
Kuwait,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28064558
Kuwait,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q11794174
Kuwait,Kuwait,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383578
Kuwait,Kuwait City,,Point(47.992707 29.36039),France,embassy,,,http://www.ambafrance-kw.org/,,http://www.wikidata.org/entity/Q2841653
Kuwait,Kuwait City,"Kuwait, Al-Surra area, Block 5, Str.1, Build. 37",Point(47.99639721 29.31937869),Ukraine,embassy,+965-2531-8507,mailto:emb_kw@mfa.gov.ua,http://kuwait.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142708
Kyrgyzstan,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857273
Kyrgyzstan,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q19932612
Kyrgyzstan,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q24958403
Kyrgyzstan,Bishkek,,,Azerbaijan,embassy,,mailto:biskek@mission.mfa.gov.az,,,http://www.wikidata.org/entity/Q12836887
Kyrgyzstan,Bishkek,,Point(74.6028918 42.8672932),France,embassy,,,http://www.ambafrance-kg.org/,,http://www.wikidata.org/entity/Q2841649
Kyrgyzstan,Bishkek,,,Turkey,embassy,,,,,http://www.wikidata.org/entity/Q19611768
Kyrgyzstan,Bishkek,"м. Бішкек, вул. Манас Айили, 1-А",Point(74.582863 42.808972),Ukraine,embassy,+996-312-251-767,mailto:emb_kg@mfa.gov.ua,http://kyrgyzstan.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142707
Laos,Vientiane,,Point(102.61319 17.961547),France,embassy,,,http://ambafrance-laos.org/,,http://www.wikidata.org/entity/Q2841654
Latvia,,,,Austria,embassy,,,http://www.bmeia.gv.at/botschaft/riga/,http://commons.wikimedia.org/wiki/Special:FilePath/Riga%20Elizabetes%20iela%202.JPG,http://www.wikidata.org/entity/Q23689726
Latvia,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12785011
Latvia,Riga,3/1 Raina Bulvaris,,Azerbaijan,embassy,,,http://riga.mfa.gov.az/,,http://www.wikidata.org/entity/Q12836880
Latvia,Riga,,Point(24.113327 56.952403),France,embassy,,,http://www.ambafrance-lv.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Riga%20%2813.08.2011%29%20121.JPG,http://www.wikidata.org/entity/Q2841757
Latvia,Riga,,Point(24.11468446 56.95157756),Germany,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Deutsche%20Botschaft%20Riga.jpg,http://www.wikidata.org/entity/Q1202233
Latvia,Riga,,,Sweden,embassy,,,http://www.swedenabroad.com/Riga/,http://commons.wikimedia.org/wiki/Special:FilePath/Sveriges%20ambassad%20Riga.jpg,http://www.wikidata.org/entity/Q17642675
Latvia,Riga,"Riga, Kalpaka bulvaris, 3",Point(24.106962 56.957984),Ukraine,embassy,+371-67-243-082,mailto:emb_lv@mfa.gov.ua,http://latvia.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142709
Lebanon,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857284
Lebanon,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333501
Lebanon,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q4780649
Lebanon,Beirut,,Point(35.512936 33.880254),France,embassy,,,http://ambafrance-lb.org/,,http://www.wikidata.org/entity/Q2841655
Lebanon,Beirut,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q18647716
Lebanon,Beirut,,Point(35.5464 33.8309),Poland,embassy,,,http://www.bejrut.msz.gov.pl/,,http://www.wikidata.org/entity/Q9149571
Lebanon,Beirut,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794031
Lebanon,Beirut,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q25918146
Lebanon,Beirut,"Mount Lebanon, Casa Baabda, Baabda, Antoine el Rayes Str., P.O. Box 40268, Lebanon",Point(35.55042 33.832236),Ukraine,embassy,+961-5-921-975,mailto:emb_lb@mfa.gov.ua,http://lebanon.mfa.gov.ua,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Ukraine%20in%20Lebanon.png,http://www.wikidata.org/entity/Q12142711
Lesotho,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12785012
Liberia,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333529
Liberia,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q11794176
Liberia,Monrovia,,Point(-10.783446 6.292307),France,embassy,,,,,http://www.wikidata.org/entity/Q2841656
Liberia,Monrovia,,Point(-10.74558 6.27301),Germany,embassy,,,http://www.monrovia.diplo.de/,,http://www.wikidata.org/entity/Q1202234
Libya,,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q20580349
Libya,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857230
Libya,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333546
Libya,,,,United States of America,embassy,,,,,http://www.wikidata.org/entity/Q29897428
Libya,Tripoli,,Point(13.193172 32.882347),France,embassy,,,http://www.ambafrance-ly.org/,,http://www.wikidata.org/entity/Q2841760
Libya,Tripoli,,,Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28059918
Libya,Tripoli,,,Ukraine,embassy,,mailto:emb_ly@mfa.gov.ua,http://www.mfa.gov.ua/libya,,http://www.wikidata.org/entity/Q12142710
Liechtenstein,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q19932614
Lithuania,,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q20580338
Lithuania,Vilnius,,Point(25.28641944 54.68075278),Austria,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/House%20of%20prayer%20in%20Vilnius.jpg,http://www.wikidata.org/entity/Q301402
Lithuania,Vilnius,,Point(25.287663 54.680875),France,embassy,,,http://ambafrance-lt.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Ambassade%20de%20France%20en%20Lituanie%201.jpg,http://www.wikidata.org/entity/Q2841761
Lithuania,Vilnius,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q25434681
Lithuania,Vilnius,,Point(25.313531111 54.705411111),Poland,embassy,,,http://www.wilno.msz.gov.pl/pl/p/wilno_lt_a_pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Pac%20Palace.JPG,http://www.wikidata.org/entity/Q9149586
Lithuania,Vilnius,,,Sweden,embassy,,,http://www.swedenabroad.com/Vilnius/,http://commons.wikimedia.org/wiki/Special:FilePath/Swedish%20embassy%20in%20Vilnius01.JPG,http://www.wikidata.org/entity/Q17642830
Lithuania,Vilnius,"Teatro 4, 2600 Vilnius",Point(25.27388889 54.68083333),Ukraine,embassy,+370-5-212-1536,mailto:emb_lt@mfa.gov.ua,http://lithuania.mfa.gov.ua/,http://commons.wikimedia.org/wiki/Special:FilePath/Ukrainian%20Embassy%20in%20Vilnius.JPG,http://www.wikidata.org/entity/Q5369911
Lithuania,Vilnius,,,Vatican City,Apostolic Nunciature,,,http://www.lcn.lt/bl/ssostas/nunciatura/,,http://www.wikidata.org/entity/Q19932615
Lithuania,Vilnius District Municipality,"Antakalnio str. 2, Vilnius, LT-10308",Point(25.3047 54.6939),United Kingdom,embassy,+370-5-246-2900,,https://www.gov.uk/government/world/organisations/british-embassy-vilnius.lt,http://commons.wikimedia.org/wiki/Special:FilePath/British%20Embassy%20in%20Vilnius%201.JPG,http://www.wikidata.org/entity/Q20036779
Luxembourg,,,,Belgium,embassy,,,,,http://www.wikidata.org/entity/Q28064757
Luxembourg,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12785013
Luxembourg,Hesperange,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794034
Luxembourg,Luxembourg,,Point(6.120849 49.609664),France,embassy,,,http://www.ambafrance-lu.org/,http://commons.wikimedia.org/wiki/Special:FilePath/HS20%20Residence%20Amba%20France.JPG,http://www.wikidata.org/entity/Q2841659
Luxembourg,Luxembourg,,,United States of America,embassy,,,http://luxembourg.usembassy.gov,http://commons.wikimedia.org/wiki/Special:FilePath/Us%20embassy%203.jpg,http://www.wikidata.org/entity/Q25056609
Macedonia,,,,Sweden,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Skopje%20X10.JPG,http://www.wikidata.org/entity/Q17643116
Macedonia,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q14969545
Macedonia,Bitola,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934375
Macedonia,Skopje,,,Austria,embassy,,,http://www.bmeia.gv.at/botschaft/skopje/,,http://www.wikidata.org/entity/Q23689736
Macedonia,Skopje,,Point(21.42548 41.979568),France,embassy,,,http://www.ambafrance-mk.org/,,http://www.wikidata.org/entity/Q2841762
Macedonia,Skopje,,Point(21.43454 42.00351),Turkey,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Skopje%20X40.JPG,http://www.wikidata.org/entity/Q2464760
Macedonia,Skopje,"ул. Алберт Шваjцер, 7-9, Скопjеул. Алберт Шваjцер, 7-9, Скопjе",Point(21.416849 41.98924),Ukraine,embassy,+389-2-317-8120,mailto:emb_mk@mfa.gov.ua,http://macedonia.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142712
Madagascar,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q4780648
Madagascar,Antananarivo,,Point(47.5231 -18.9079),France,embassy,,,http://www.ambafrance-mada.org/,,http://www.wikidata.org/entity/Q2841800
Malawi,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12785014
Malaysia,,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q20580579
Malaysia,,,,Holy See,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q16147515
Malaysia,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857299
Malaysia,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28122764
Malaysia,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18449210
Malaysia,Kuala Lumpur,,Point(101.722562 3.160592),France,embassy,,,http://www.ambafrance-my.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Ambassade%20de%20France.jpg,http://www.wikidata.org/entity/Q2841763
Malaysia,Kuala Lumpur,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383577
Malaysia,Kuala Lumpur,,Point(101.726 3.1625),Poland,embassy,,,,,http://www.wikidata.org/entity/Q9149577
Malaysia,Kuala Lumpur,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794041
Malaysia,Kuala Lumpur,"22d Floor, Suite 22.02, Menara Tan & Tan, 207, Jalan Tun Razak, 50400 Kuala Lumpur",Point(101.720651 3.156328),Ukraine,embassy,+60-3-2166-9552,mailto:emb_my@mfa.gov.ua,http://malaysia.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142714
Maldives,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857291
Maldives,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28716468
Mali,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857244
Mali,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29512352
Mali,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333500
Mali,,,,Turkey,embassy,,,http://bamako.be.mfa.gov.tr,,http://www.wikidata.org/entity/Q2464722
Mali,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q19932616
Mali,Bamako,,Point(-7.994195 12.636104),France,embassy,,,http://www.ambafrance-ml.org/,,http://www.wikidata.org/entity/Q2841660
Malta,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29447996
Malta,,,,Vatican City,Apostolic Nunciature,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rabat%20Malta%20Walk%2020.jpg,http://www.wikidata.org/entity/Q4550463
Malta,Valletta,,Point(14.510354 35.89832),France,embassy,,,http://www.ambafrance-mt.org/,,http://www.wikidata.org/entity/Q2841802
Malta,Valletta,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794060
Marshall Islands,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12784973
Mauritania,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857221
Mauritania,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29512325
Mauritania,Nouakchott,,Point(-15.982055 18.09524),France,embassy,,,http://www.ambafrance-mr.org/,,http://www.wikidata.org/entity/Q2841764
Mauritius,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12784974
Mauritius,Port Louis,,Point(57.500494 -20.166531),France,embassy,,,http://www.ambafrance-mu.org/,,http://www.wikidata.org/entity/Q2841803
Mexico,,,,France,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20France%20in%20Mexico%20City.jpg,http://www.wikidata.org/entity/Q610193
Mexico,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857201
Mexico,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29512315
Mexico,Mexico City,"Av. Virreyes 1015, Colonia Lomas de Chapultepec, Delegación Miguel Hidalgo",,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q12836883
Mexico,Mexico City,,Point(-99.18618461 19.42899211),Canada,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Canadian%20embassy%20in%20Mexico%20City.JPG,http://www.wikidata.org/entity/Q5369598
Mexico,Mexico City,,Point(-99.169624 19.426462),Colombia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Colombia%20in%20Mex.%20city.JPG,http://www.wikidata.org/entity/Q5369633
Mexico,Mexico City,,Point(-99.163583333 19.429666666),Japan,embassy,,,http://www.mx.emb-japan.go.jp/itprtop_ja/,http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20Mapfre%20M%C3%A9xico..JPG,http://www.wikidata.org/entity/Q50323624
Mexico,Mexico City,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383587
Mexico,Mexico City,,,South Korea,embassy,,,,,http://www.wikidata.org/entity/Q55734491
Mexico,Mexico City,,Point(-99.2242 19.4215),Sweden,embassy,,,http://www.swedenabroad.com/Mexico/,,http://www.wikidata.org/entity/Q5369875
Mexico,Mexico City,"Paseo de la Reforma № 730, Colonia Lomas de Chapultepec, Delegación Miguel Hidalgo, C.P. 11000, México, D.F.",Point(-99.213565 19.423449),Ukraine,embassy,+52-55-5282-4744,mailto:emb_mx@mfa.gov.ua,http://mexico.mfa.gov.ua/,,http://www.wikidata.org/entity/Q4374072
Mexico,Mexico City,,,United Kingdom,embassy,,,https://www.gov.uk/government/world/organisations/british-embassy-mexico-city/,http://commons.wikimedia.org/wiki/Special:FilePath/British%20Embassy%20in%20Mex.%20city.JPG,http://www.wikidata.org/entity/Q19877730
Mexico,Mexico City,,Point(-99.133333 19.433333),United States of America,embassy,,,https://mx.usembassy.gov/,http://commons.wikimedia.org/wiki/Special:FilePath/USEmbassyDF.JPG,http://www.wikidata.org/entity/Q21010281
Moldova,,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q12836884
Moldova,,,,Romania,embassy,,,,,http://www.wikidata.org/entity/Q5369837
Moldova,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q11794184
Moldova,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q28664299
Moldova,Chișinău,,,Austria,embassy,,,,,http://www.wikidata.org/entity/Q5369555
Moldova,Chișinău,,,Bulgaria,embassy,,,,,http://www.wikidata.org/entity/Q5369584
Moldova,Chișinău,,,Czech Republic,embassy,,,,,http://www.wikidata.org/entity/Q5369924
Moldova,Chișinău,,Point(28.826795 47.016398),France,embassy,,,http://www.ambafrance-md.org/,,http://www.wikidata.org/entity/Q2841768
Moldova,Chișinău,,Point(28.81666667 47.0),Germany,embassy,,,,,http://www.wikidata.org/entity/Q5369696
Moldova,Chișinău,,Point(28.83416667 47.01833333),Poland,embassy,,,http://www.kiszyniow.msz.gov.pl/,,http://www.wikidata.org/entity/Q5369823
Moldova,Chișinău,,,Sweden,embassy,,,http://www.swedenabroad.com/Chisinau/,,http://www.wikidata.org/entity/Q17643006
Moldova,Chișinău,"м. Кишинів, вул. Васілє Лупу, 17",Point(28.810669 47.021913),Ukraine,embassy,+373-22-582-151,mailto:emb_md@mfa.gov.ua,http://moldova.mfa.gov.ua/,,http://www.wikidata.org/entity/Q12142715
Moldova,Chișinău,,Point(28.8244 47.0226),United Kingdom,embassy,,,https://www.gov.uk/government/world/organisations/british-embassy-chisinau,http://commons.wikimedia.org/wiki/Special:FilePath/British%20Embassy%2C%20Chi%C8%99in%C4%83u.jpg,http://www.wikidata.org/entity/Q5369947
Moldova,Chișinău,,,United States of America,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/American%20Embassy%2C%20Chi%C5%9Fin%C4%83u.jpg,http://www.wikidata.org/entity/Q5369954
Monaco,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12785016
Monaco,Monaco,,Point(7.433681 43.749091),France,embassy,,,http://www.ambafrance-mc.org/,,http://www.wikidata.org/entity/Q2841804
Monaco,Monaco,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794045
Mongolia,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12785017
Mongolia,Ulaanbaatar,"Central Tower,  6th Floor",,Canada,embassy,+976-11-33-2500,,http://www.canadainternational.gc.ca/mongolia-mongolie/index.aspx,,http://www.wikidata.org/entity/Q33245649
Mongolia,Ulaanbaatar,"United Nations Street 18,  Sükhbaatar district",,Cuba,embassy,+976-11-32-3778,,http://www.cubadiplomatica.cu/mongolia/,,http://www.wikidata.org/entity/Q33309069
Mongolia,Ulaanbaatar,,,Czech Republic,embassy,+976-11-32-1886,,http://www.mzv.cz/ulaanbaatar,,http://www.wikidata.org/entity/Q33309276
Mongolia,Ulaanbaatar,,Point(106.913517 47.917176),France,embassy,,,http://www.ambafrance-mn.org/,,http://www.wikidata.org/entity/Q2841766
Mongolia,Ulaanbaatar,"United Nations Street 18,  Baga Toiruu 2,  Sükhbaatar district",,Germany,embassy,+976-11-32-3325,,http://www.ulan-bator.diplo.de/,,http://www.wikidata.org/entity/Q33309283
Mongolia,Ulaanbaatar,"Zaluuchuud Avenue 10,  Sükhbaatar District",,India,embassy,+976-11-32-9522,,http://www.eoi.gov.in/ulaanbaatar/,,http://www.wikidata.org/entity/Q33309392
Mongolia,Ulaanbaatar,"Olympic Street 8,  Sükhbaatar District",Point(106.922722222 47.914638888),Japan,embassy,+976-11-32-0777,,http://www.mn.emb-japan.go.jp/itprtop_mn/,,http://www.wikidata.org/entity/Q33309400
Mongolia,Ulaanbaatar,"11th khoroo,  Zaisan Street 78,  Khan-Uul District",,Kazakhstan,embassy,+976-11-34-5408,,,,http://www.wikidata.org/entity/Q33309414
Mongolia,Ulaanbaatar,"Bella Vista Town,  Zaisan Bella,  11th khoroo,  Khan-Uul District",,Kuwait,embassy,+976-7744444,,,,http://www.wikidata.org/entity/Q33309421
Mongolia,Ulaanbaatar,"11th khoroo,  Ikh Toiruu Road 59,  Sükhbaatar District",,Laos,embassy,+976-11-32-6440,,,,http://www.wikidata.org/entity/Q33309436
Mongolia,Ulaanbaatar,"Diplomatic Complex 95,  Sükhbaatar District",,North Korea,embassy,+976-11-31-0432,,,,http://www.wikidata.org/entity/Q33309445
Mongolia,Ulaanbaatar,Zaluuchuudyn Urgun Chuluu 5,,People's Republic of China,embassy,+976-11-32-3940,,http://mn.china-embassy.org,,http://www.wikidata.org/entity/Q33309063
Mongolia,Ulaanbaatar,,,Russia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Russian%20embassy%20in%20Ulan%20Bator%202.JPG,http://www.wikidata.org/entity/Q16687397
Mongolia,Ulaanbaatar,"Olympic Street 10,  Sükhbaatar District",,South Korea,embassy,+976-1170071030,,http://mng.mofa.go.kr,,http://www.wikidata.org/entity/Q33309454
Mongolia,Ulaanbaatar,"Peace Avenue 5,  Chingeltei District",,Turkey,embassy,+976-11-31-1200,,,http://commons.wikimedia.org/wiki/Special:FilePath/UBTurkish.jpg,http://www.wikidata.org/entity/Q33309468
Mongolia,Ulaanbaatar,"Peace Avenue 30,  Bayanzurkh District",,United Kingdom,embassy,+976-11-45-8133,,https://www.gov.uk/government/world/organisations/british-embassy-ulaanbaatar,,http://www.wikidata.org/entity/Q33309476
Mongolia,Ulaanbaatar,,Point(106.930178 47.9281295),United States of America,embassy,,,https://mongolia.usembassy.gov/,http://commons.wikimedia.org/wiki/Special:FilePath/US%20Embassy%20in%20Mongolia.jpg,http://www.wikidata.org/entity/Q25044768
Mongolia,Ulaanbaatar,"Peace Avenue 47,  Bayanzurkh District",Point(106.9343 47.9185),Vietnam,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Vietnamese%20embassy%20in%20Ulaanbaatar.JPG,http://www.wikidata.org/entity/Q33309489
Montenegro,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q28752873
Montenegro,Podgorica,,Point(19.276494 42.445822),France,embassy,,,http://www.ambafrance-me.org/,,http://www.wikidata.org/entity/Q2841662
Montenegro,Podgorica,"81000, Montenegro, Podgorica, Serdara Jola Piletica br. 15",Point(19.258934 42.451146),Ukraine,embassy,+382-20-227-181,mailto:emb_me@mfa.gov.ua,http://montenegro.mfa.gov.ua/,,http://www.wikidata.org/entity/Q4374077
